Country,Code,Year,avg_years_of_schooling,Both sexes,Male,Female,Continent,suicides_per_100k,gdp
Maldives,MDV,2003,3.3,114,128,99,Asia,15.52,"1,052,121,055"
Australia,AUS,2004,11.8,67,85,49,Oceania,133.76,"611,904,253,806"
Poland,POL,2004,11.6,142,204,78,Europe,187.74,"255,102,252,843"
Sweden,SWE,2004,12.3,70,85,54,Europe,157.41,"381,705,425,302"
Iceland,ISL,2004,9.9,61,71,51,Europe,168.81,"13,722,824,251"
Bulgaria,BGR,2004,10.1,154,215,92,Europe,184.12,"25,957,970,922"
Bahamas,BHS,2004,10.9,187,236,138,North America,5.93,"9,055,290,000"
France,FRA,2004,10.3,92,124,58,Europe,232.51000000000002,"2,115,742,488,205"
El Salvador,SLV,2004,5.8,209,297,127,North America,111.56,"13,724,810,900"
Montenegro,MNE,2004,10.4,131,171,91,Europe,0.0,"2,073,234,418"
Suriname,SUR,2004,7.7,216,269,160,South America,202.1,"1,484,092,538"
Slovenia,SVN,2004,12.0,113,153,71,Europe,298.48,"34,470,227,454"
Panama,PAN,2004,8.9,117,147,85,North America,81.76,"15,013,381,700"
Georgia,GEO,2004,12.0,148,216,85,Asia,66.54,"5,125,363,001"
Ireland,IRL,2004,11.6,79,99,59,Europe,129.42000000000002,"193,870,350,137"
Slovakia,SVK,2004,10.6,137,196,78,Europe,150.9,"57,240,535,138"
Mexico,MEX,2004,7.4,132,166,99,North America,60.75,"782,240,601,985"
Israel,ISR,2004,12.2,73,95,51,Asia,98.44,"135,445,033,199"
Chile,CHL,2004,9.6,98,130,66,South America,155.69,"99,210,392,858"
Germany,DEU,2004,12.9,85,111,58,Europe,172.23,"2,819,245,095,605"
Norway,NOR,2004,12.7,76,93,58,Europe,141.37,"264,357,494,659"
Netherlands,NLD,2004,11.5,76,89,63,Europe,111.16,"650,532,654,582"
Albania,ALB,2004,9.1,101,127,74,Europe,65.39,"7,314,865,176"
Spain,ESP,2004,8.6,79,110,46,Europe,112.63000000000001,"1,069,555,500,372"
New Zealand,NZL,2004,11.6,79,94,63,Oceania,163.41,"103,904,537,815"
Finland,FIN,2004,11.9,101,137,62,Europe,243.95000000000002,"196,768,065,557"
Brazil,BRA,2004,6.2,169,227,111,South America,70.22,"669,316,654,017"
Guatemala,GTM,2004,3.6,206,271,145,North America,29.93,"23,965,275,996"
Fiji,FJI,2004,9.3,218,263,168,Oceania,90.49000000000001,"2,727,507,213"
Grenada,GRD,2004,7.7,186,236,134,North America,13.37,"599,118,593"
Azerbaijan,AZE,2004,10.6,151,202,102,Asia,18.33,"8,680,472,169"
Paraguay,PRY,2004,7.1,165,185,143,South America,65.44,"8,033,877,360"
South Africa,ZAF,2004,8.8,459,496,426,Africa,12.63,"228,937,347,866"
Greece,GRC,2004,9.6,80,111,47,Europe,40.92,"240,521,260,988"
Guyana,GUY,2004,7.9,270,316,222,South America,400.0,"785,918,770"
Uzbekistan,UZB,2004,9.7,174,218,131,Asia,68.03999999999999,"12,030,023,548"
Canada,CAN,2004,12.0,76,94,57,North America,131.66,"1,023,196,003,075"
Trinidad and Tobago,TTO,2004,9.8,196,240,149,North America,188.28,"13,280,275,123"
Hungary,HUN,2004,10.6,180,253,108,Europe,369.46999999999997,"104,066,609,518"
Estonia,EST,2004,12.0,193,288,98,Europe,299.46,"12,059,201,242"
Austria,AUT,2004,9.8,84,113,54,Europe,254.04,"300,904,221,505"
Belgium,BEL,2004,10.5,89,116,62,Europe,231.06,"370,885,026,074"
Barbados,BRB,2004,9.2,116,143,90,North America,7.79,"3,514,350,000"
Denmark,DNK,2004,12.8,95,117,72,Europe,161.78,"251,373,036,671"
Kuwait,KWT,2004,6.1,89,102,67,Asia,17.26,"59,440,108,585"
Saint Lucia,LCA,2004,7.4,162,196,129,North America,66.17,"893,107,211"
Switzerland,CHE,2004,11.9,68,88,47,Europe,242.27,"394,163,688,621"
Ukraine,UKR,2004,10.7,269,387,145,Europe,307.05,"64,883,060,726"
Japan,JPN,2004,11.1,67,89,44,Asia,266.25,"4,815,148,854,362"
Maldives,MDV,2004,3.4,118,135,101,Asia,3.74,"1,226,829,563"
Argentina,ARG,2004,9.2,128,166,90,South America,131.06,"164,657,930,453"
Ecuador,ECU,2004,7.2,145,183,105,South America,84.39,"36,591,661,000"
Malta,MLT,2004,8.6,64,77,51,Europe,85.82000000000001,"6,062,780,269"
Qatar,QAT,2004,8.4,69,74,59,Asia,15.25,"31,734,065,934"
Latvia,LVA,2004,11.7,209,305,115,Europe,328.38,"14,373,269,156"
Kazakhstan,KAZ,2004,11.5,289,408,164,Asia,413.86,"43,151,647,003"
Cyprus,CYP,2004,10.5,74,99,48,Asia,9.17,"17,422,375,000"
Seychelles,SYC,2004,7.7,186,256,104,Africa,63.27,"839,319,927"
Uruguay,URY,2004,8.0,125,164,88,South America,258.49,"13,686,329,890"
Colombia,COL,2004,6.6,152,206,97,South America,84.25,"117,074,863,822"
Romania,ROU,2004,9.9,166,230,100,Europe,151.19,"76,216,441,462"
Antigua and Barbuda,ATG,2004,9.1,153,181,125,North America,36.06,"919,577,148"
Belize,BLZ,2004,10.3,195,241,144,North America,117.38,"1,057,845,500"
Luxembourg,LUX,2004,11.1,79,106,50,Europe,189.54,"34,685,281,848"
Bahrain,BHR,2004,8.4,94,102,80,Asia,54.21,"13,150,166,755"
Kyrgyzstan,KGZ,2004,10.1,217,290,141,Asia,141.33,"2,211,535,312"
Croatia,HRV,2004,9.7,113,159,66,Europe,302.24,"41,574,530,816"
Mauritius,MUS,2004,7.0,164,216,109,Africa,100.99,"6,385,695,187"
Serbia,SRB,2004,10.0,129,171,85,Europe,262.51,"24,861,483,281"
Costa Rica,CRI,2004,7.9,102,133,70,North America,100.72,"18,529,767,934"
Italy,ITA,2004,9.1,66,87,45,Europe,91.33,"1,798,314,750,435"
Cuba,CUB,2004,9.8,109,130,88,North America,216.12,"38,203,000,000"
Lithuania,LTU,2004,11.5,209,311,105,Europe,503.37,"22,649,930,576"
Singapore,SGP,2004,10.2,73,90,55,Asia,167.48,"114,188,557,567"
Thailand,THA,2004,6.8,194,249,137,Asia,86.06,"172,895,476,153"
Jamaica,JAM,2004,8.0,168,205,130,North America,0.74,"10,150,978,155"
New Zealand,NZL,2005,11.7,77,95,60,Oceania,157.93,"114,718,721,397"
Ukraine,UKR,2005,11.2,280,402,152,Europe,297.18,"86,142,018,069"
United Arab Emirates,ARE,2005,9.1,91,98,71,Asia,16.05,"180,617,018,380"
Poland,POL,2005,11.6,144,206,79,Europe,186.04,"306,125,173,853"
Norway,NOR,2005,12.4,72,88,55,Europe,142.09,"308,722,079,938"
Switzerland,CHE,2005,12.0,66,85,46,Europe,246.19,"408,689,353,999"
Romania,ROU,2005,10.1,162,224,99,Europe,146.01,"99,697,566,668"
Latvia,LVA,2005,12.1,220,325,116,Europe,312.06,"16,922,504,045"
Spain,ESP,2005,8.9,76,107,44,Europe,107.66,"1,157,276,458,152"
Germany,DEU,2005,13.3,84,110,57,Europe,161.49,"2,861,410,272,354"
Saint Lucia,LCA,2005,7.5,158,188,128,North America,24.82,"951,207,366"
Luxembourg,LUX,2005,11.3,81,106,55,Europe,159.07,"37,347,394,603"
Thailand,THA,2005,7.0,183,236,128,Asia,77.99,"189,318,499,954"
Panama,PAN,2005,9.0,116,149,82,North America,77.81,"16,374,393,900"
Lithuania,LTU,2005,11.8,228,338,115,Europe,485.78999999999996,"26,125,575,942"
Suriname,SUR,2005,7.7,207,261,150,South America,211.17,"1,793,754,805"
Georgia,GEO,2005,12.1,144,209,84,Asia,28.36,"6,410,852,596"
Greece,GRC,2005,9.8,79,110,47,Europe,46.53,"247,783,001,865"
Kyrgyzstan,KGZ,2005,10.2,223,299,144,Asia,135.48,"2,460,248,026"
South Africa,ZAF,2005,8.9,474,507,444,Africa,15.290000000000001,"257,671,413,751"
Uzbekistan,UZB,2005,9.8,183,230,137,Asia,67.81,"14,307,509,839"
Israel,ISR,2005,12.3,72,94,52,Asia,102.91,"142,462,925,574"
Mauritius,MUS,2005,7.2,164,217,109,Africa,102.51,"6,283,803,256"
Singapore,SGP,2005,10.5,74,95,53,Asia,180.33,"127,417,688,056"
Sweden,SWE,2005,12.4,66,80,51,Europe,164.62,"389,042,298,377"
Ireland,IRL,2005,11.7,75,94,56,Europe,121.11,"211,650,764,830"
Mexico,MEX,2005,7.6,134,168,99,North America,62.22,"877,476,221,382"
Italy,ITA,2005,9.2,65,86,44,Europe,82.59,"1,852,661,982,341"
Slovenia,SVN,2005,11.7,104,142,64,Europe,337.40999999999997,"36,346,974,008"
Iceland,ISL,2005,10.0,61,72,50,Europe,115.0,"16,691,490,114"
Seychelles,SYC,2005,7.7,185,255,102,Africa,71.5,"919,103,255"
Uruguay,URY,2005,8.0,125,163,87,South America,241.31,"17,362,857,684"
Malta,MLT,2005,9.8,63,77,48,Europe,67.94,"6,394,851,387"
Montenegro,MNE,2005,10.5,130,170,88,Europe,274.48,"2,257,174,481"
Trinidad and Tobago,TTO,2005,10.0,195,244,142,North America,144.14000000000001,"15,982,282,462"
Japan,JPN,2005,11.2,68,90,44,Asia,266.89,"4,755,410,630,912"
Hungary,HUN,2005,10.9,182,257,108,Europe,352.01,"113,035,361,317"
Netherlands,NLD,2005,11.6,72,82,61,Europe,113.28,"678,533,764,457"
Kazakhstan,KAZ,2005,11.7,297,417,171,Asia,357.8,"57,123,671,734"
Qatar,QAT,2005,8.8,67,72,56,Asia,18.8,"44,530,494,505"
Guyana,GUY,2005,7.9,267,311,220,South America,333.96,"824,880,550"
Maldives,MDV,2005,3.5,93,104,81,Asia,2.75,"1,163,362,438"
Paraguay,PRY,2005,7.3,164,184,142,South America,62.81,"8,734,653,809"
Serbia,SRB,2005,10.2,128,169,87,Europe,286.32,"26,252,007,830"
Guatemala,GTM,2005,3.5,211,279,147,North America,32.61,"27,211,377,225"
Kuwait,KWT,2005,5.8,88,101,66,Asia,18.18,"80,797,945,205"
Grenada,GRD,2005,7.8,171,218,122,North America,160.82,"695,370,296"
Slovakia,SVK,2005,10.8,140,202,77,Europe,165.37,"62,697,540,107"
Jamaica,JAM,2005,8.1,164,200,128,North America,26.169999999999998,"11,204,416,000"
Ecuador,ECU,2005,7.3,149,189,107,South America,96.73,"41,507,085,000"
Bahrain,BHR,2005,8.4,83,92,68,Asia,40.22,"15,968,726,862"
Albania,ALB,2005,9.1,106,125,85,Europe,0.0,"8,158,548,717"
Croatia,HRV,2005,9.7,116,166,65,Europe,269.57,"45,416,358,502"
Brazil,BRA,2005,6.3,162,218,106,South America,73.6,"891,630,175,813"
Costa Rica,CRI,2005,7.9,96,122,69,North America,78.73,"19,952,156,475"
Barbados,BRB,2005,9.2,114,140,89,North America,2.58,"3,897,300,000"
Antigua and Barbuda,ATG,2005,9.1,156,187,125,North America,0.0,"1,022,191,296"
Colombia,COL,2005,6.8,144,194,94,South America,74.84,"146,566,264,837"
Belgium,BEL,2005,10.7,88,114,61,Europe,231.75,"387,365,750,529"
Estonia,EST,2005,12.1,187,276,100,Europe,256.43,"14,006,088,297"
Finland,FIN,2005,12.0,100,136,62,Europe,230.52,"204,436,015,421"
Chile,CHL,2005,9.5,95,125,64,South America,147.43,"122,964,812,046"
Canada,CAN,2005,12.2,76,94,57,North America,133.84,"1,169,357,979,865"
Belize,BLZ,2005,10.3,190,235,143,North America,46.1,"1,114,222,550"
Bulgaria,BGR,2005,10.2,156,219,92,Europe,178.06,"29,636,617,750"
El Salvador,SLV,2005,6.0,206,295,125,North America,115.73,"14,698,001,400"
Cuba,CUB,2005,9.9,110,131,88,North America,205.94,"42,643,836,075"
Fiji,FJI,2005,9.2,214,260,164,Oceania,52.83,"3,006,725,015"
France,FRA,2005,10.4,92,125,57,Europe,232.09,"2,196,126,103,718"
Denmark,DNK,2005,12.8,89,110,68,Europe,164.23,"264,467,308,109"
Bahamas,BHS,2005,10.9,180,228,133,North America,13.32,"9,836,200,000"
Argentina,ARG,2005,9.1,125,163,87,South America,128.18,"198,737,095,012"
Cyprus,CYP,2005,10.7,75,97,52,Asia,24.740000000000002,"18,703,146,375"
Austria,AUT,2005,9.9,84,112,55,Europe,235.25,"315,974,418,605"
Estonia,EST,2006,12.2,186,275,97,Europe,242.63,"16,963,625,016"
Denmark,DNK,2006,12.8,91,113,68,Europe,162.07999999999998,"282,884,912,894"
Chile,CHL,2006,9.5,93,122,64,South America,155.06,"154,788,024,806"
Jamaica,JAM,2006,8.3,154,188,120,North America,0.0,"11,905,525,197"
Montenegro,MNE,2006,10.7,127,167,86,Europe,0.0,"2,721,904,403"
Netherlands,NLD,2006,11.8,70,80,59,Europe,113.19,"726,649,102,998"
Canada,CAN,2006,12.3,74,92,56,North America,126.42999999999999,"1,315,415,197,461"
New Zealand,NZL,2006,11.7,75,91,60,Oceania,156.74,"111,608,845,081"
Italy,ITA,2006,9.3,64,85,43,Europe,81.61,"1,942,633,797,516"
Guyana,GUY,2006,7.9,267,312,219,South America,394.6,"1,458,449,453"
Bulgaria,BGR,2006,10.4,157,218,93,Europe,186.53,"34,130,122,491"
United Arab Emirates,ARE,2006,9.3,88,95,68,Asia,16.55,"222,116,541,865"
Ecuador,ECU,2006,7.3,144,182,104,South America,93.07,"46,802,044,000"
Thailand,THA,2006,7.0,174,227,121,Asia,69.04,"221,758,486,880"
Armenia,ARM,2006,10.9,145,211,86,Asia,43.67,"6,384,451,606"
Panama,PAN,2006,9.1,119,154,84,North America,91.63,"18,141,666,300"
Brazil,BRA,2006,6.4,160,214,105,South America,69.89999999999999,"1,107,640,297,890"
Japan,JPN,2006,11.2,67,88,44,Asia,262.24,"4,530,377,224,970"
Hungary,HUN,2006,11.1,178,251,104,Europe,312.65999999999997,"115,295,199,392"
Mauritius,MUS,2006,7.4,162,212,110,Africa,163.68,"7,028,803,366"
Cuba,CUB,2006,10.1,103,124,81,North America,202.55,"52,742,800,000"
Ireland,IRL,2006,11.8,75,92,57,Europe,126.46,"232,085,535,065"
Kyrgyzstan,KGZ,2006,10.2,233,316,147,Asia,145.99,"2,834,168,889"
Argentina,ARG,2006,9.0,124,162,86,South America,128.22,"232,557,260,817"
Kuwait,KWT,2006,6.2,87,100,65,Asia,15.83,"101,550,654,721"
El Salvador,SLV,2006,6.4,203,291,122,North America,99.57,"15,999,886,400"
Latvia,LVA,2006,12.2,232,338,128,Europe,288.9,"21,447,021,570"
Antigua and Barbuda,ATG,2006,9.2,155,181,129,North America,0.0,"1,157,005,444"
Croatia,HRV,2006,9.9,114,163,64,Europe,248.22,"50,453,577,898"
Lithuania,LTU,2006,12.0,235,349,119,Europe,400.57,"30,216,060,233"
Luxembourg,LUX,2006,11.5,78,99,55,Europe,183.79,"42,414,308,117"
Iceland,ISL,2006,10.2,62,75,49,Europe,106.39,"17,048,647,568"
Cyprus,CYP,2006,10.9,64,81,47,Asia,27.64,"20,403,713,461"
Ukraine,UKR,2006,11.2,268,387,146,Europe,282.78999999999996,"107,753,069,307"
Malta,MLT,2006,9.8,63,79,47,Europe,87.21000000000001,"6,757,119,558"
Kazakhstan,KAZ,2006,11.7,299,420,172,Asia,374.73,"81,003,884,545"
Uruguay,URY,2006,8.0,118,157,80,South America,248.11,"19,579,457,966"
Colombia,COL,2006,6.7,146,196,94,South America,78.41,"162,590,146,096"
Israel,ISR,2006,12.1,69,89,49,Asia,80.52,"153,966,916,311"
Trinidad and Tobago,TTO,2006,9.9,189,234,140,North America,133.89000000000001,"18,369,070,085"
Mexico,MEX,2006,8.0,131,166,97,North America,59.22,"975,387,131,716"
Costa Rica,CRI,2006,7.9,104,133,74,North America,100.83,"22,600,431,878"
Suriname,SUR,2006,7.7,203,254,149,South America,298.26,"2,626,380,435"
Fiji,FJI,2006,9.3,212,258,161,Oceania,30.77,"3,102,741,451"
Romania,ROU,2006,10.3,158,219,95,Europe,149.09,"123,533,036,668"
Saint Lucia,LCA,2006,7.6,155,185,124,North America,17.83,"1,134,193,630"
Serbia,SRB,2006,10.2,126,167,84,Europe,286.07,"30,607,991,862"
Barbados,BRB,2006,9.2,113,139,88,North America,45.38,"4,246,600,000"
Greece,GRC,2006,9.9,76,106,44,Europe,45.410000000000004,"273,317,737,047"
Seychelles,SYC,2006,7.8,185,256,101,Africa,275.75,"1,016,418,229"
Guatemala,GTM,2006,3.7,205,274,140,North America,41.95,"30,231,249,362"
Singapore,SGP,2006,10.1,71,88,54,Asia,148.75,"147,797,218,201"
Albania,ALB,2006,9.2,101,128,72,Europe,0.0,"8,992,642,349"
Sweden,SWE,2006,12.4,64,78,50,Europe,160.76,"420,032,121,656"
Belgium,BEL,2006,11.1,85,109,60,Europe,214.9,"409,813,197,842"
Australia,AUS,2006,11.9,65,82,47,Oceania,127.89,"745,521,862,833"
Slovakia,SVK,2006,10.9,138,198,76,Europe,0.0,"70,596,729,394"
Germany,DEU,2006,13.6,83,109,57,Europe,152.52,"3,002,446,368,084"
France,FRA,2006,10.6,90,122,57,Europe,220.63,"2,318,593,651,988"
Bahamas,BHS,2006,10.9,177,224,130,North America,5.640000000000001,"10,167,250,000"
Slovenia,SVN,2006,11.8,107,152,58,Europe,347.87,"39,587,732,029"
South Africa,ZAF,2006,9.0,477,512,446,Africa,17.92,"271,811,088,781"
Austria,AUT,2006,10.1,80,108,53,Europe,218.9,"335,998,557,270"
Spain,ESP,2006,9.0,73,103,43,Europe,99.86999999999999,"1,264,551,499,185"
Georgia,GEO,2006,12.1,145,221,73,Asia,23.51,"7,745,406,201"
Sri Lanka,LKA,2006,10.5,145,209,80,Asia,328.73,"28,267,410,543"
Bahrain,BHR,2006,8.4,89,96,75,Asia,27.18,"18,505,053,191"
Finland,FIN,2006,12.0,95,132,57,Europe,233.8,"216,552,502,823"
Norway,NOR,2006,12.5,69,85,53,Europe,142.67,"345,424,664,369"
Grenada,GRD,2006,7.9,167,214,118,North America,9.89,"698,700,667"
Belize,BLZ,2006,10.3,185,227,139,North America,37.92,"1,217,467,600"
Philippines,PHL,2006,8.8,215,272,155,Asia,36.66,"122,210,716,310"
Switzerland,CHE,2006,12.3,64,81,47,Europe,241.63,"430,921,192,375"
Qatar,QAT,2006,9.2,66,71,54,Asia,87.30000000000001,"60,882,142,857"
Poland,POL,2006,11.7,145,208,80,Europe,182.85,"344,748,646,558"
Paraguay,PRY,2006,7.1,161,181,139,South America,65.57000000000001,"10,646,157,920"
Denmark,DNK,2007,12.5,91,112,68,Europe,139.96,"319,423,370,134"
Slovakia,SVK,2007,11.1,139,199,79,Europe,0.0,"86,304,245,825"
Norway,NOR,2007,12.6,67,80,52,Europe,127.77,"401,082,621,083"
Australia,AUS,2007,12.0,65,82,48,Oceania,130.25,"851,962,785,585"
Bahamas,BHS,2007,10.9,171,220,122,North America,13.42,"10,618,340,000"
Cuba,CUB,2007,10.4,102,122,80,North America,188.18,"58,603,900,000"
United Arab Emirates,ARE,2007,9.4,86,93,65,Asia,15.99,"257,916,133,424"
Thailand,THA,2007,7.1,170,222,117,Asia,79.14,"262,942,650,544"
Kuwait,KWT,2007,6.3,86,99,64,Asia,13.02,"114,641,097,818"
Philippines,PHL,2007,8.9,208,264,149,Asia,29.169999999999998,"149,359,918,060"
Slovenia,SVN,2007,11.8,102,142,59,Europe,291.45,"48,114,688,201"
Spain,ESP,2007,9.1,72,101,43,Europe,98.95,"1,479,341,637,011"
Azerbaijan,AZE,2007,10.2,141,187,95,Asia,11.83,"33,050,343,783"
Armenia,ARM,2007,11.0,137,201,80,Asia,39.019999999999996,"9,206,301,700"
Kyrgyzstan,KGZ,2007,10.3,230,317,141,Asia,125.89,"3,802,566,171"
Suriname,SUR,2007,7.7,200,251,147,South America,356.14,"2,936,612,022"
Kazakhstan,KAZ,2007,11.6,293,413,167,Asia,375.63,"104,849,886,826"
South Africa,ZAF,2007,9.1,475,511,442,Africa,12.12,"299,033,511,000"
Austria,AUT,2007,11.6,80,106,53,Europe,217.31,"388,691,445,387"
Japan,JPN,2007,11.3,66,87,44,Asia,268.76,"4,515,264,514,431"
Paraguay,PRY,2007,7.1,159,179,137,South America,62.51,"13,794,910,634"
Italy,ITA,2007,9.4,62,82,43,Europe,81.96000000000001,"2,203,053,380,783"
Panama,PAN,2007,9.2,119,152,84,North America,71.9,"21,295,984,200"
Brazil,BRA,2007,6.5,158,212,103,South America,71.68,"1,397,084,345,950"
Cyprus,CYP,2007,11.2,70,98,41,Asia,36.17,"24,077,470,572"
Ukraine,UKR,2007,11.2,278,401,150,Europe,281.12,"142,719,009,901"
Argentina,ARG,2007,8.9,126,165,88,South America,118.35,"287,530,508,431"
Belgium,BEL,2007,11.1,86,108,62,Europe,208.57,"471,821,105,940"
Qatar,QAT,2007,9.6,66,70,52,Asia,28.61,"79,712,087,912"
Montenegro,MNE,2007,10.8,123,161,84,Europe,335.53,"3,680,710,375"
Mexico,MEX,2007,8.0,129,164,94,North America,58.01,"1,052,696,282,279"
Romania,ROU,2007,10.5,155,216,93,Europe,136.06,"175,933,642,292"
Chile,CHL,2007,9.4,93,121,64,South America,150.92000000000002,"173,605,968,179"
Mauritius,MUS,2007,7.6,160,213,105,Africa,141.45,"8,150,138,757"
Canada,CAN,2007,12.4,74,92,55,North America,127.45,"1,464,977,190,206"
Belarus,BLR,2007,10.6,230,339,119,Europe,355.89,"45,277,399,814"
Serbia,SRB,2007,10.2,123,165,81,Europe,258.45,"40,289,556,656"
Colombia,COL,2007,7.2,141,189,92,South America,74.25,"207,416,494,642"
Barbados,BRB,2007,9.3,112,139,87,North America,0.0,"4,523,750,000"
Netherlands,NLD,2007,12.0,67,77,57,Europe,97.44,"839,419,655,078"
Malta,MLT,2007,9.9,65,84,45,Europe,73.84,"7,880,509,171"
Maldives,MDV,2007,3.9,83,93,71,Asia,14.36,"1,868,383,461"
Portugal,PRT,2007,7.7,92,130,54,Europe,143.55,"240,169,336,162"
Switzerland,CHE,2007,12.6,62,78,46,Europe,255.81,"479,913,034,322"
Sweden,SWE,2007,12.5,63,78,48,Europe,147.39,"487,816,328,342"
Costa Rica,CRI,2007,8.1,91,121,61,North America,75.35,"26,743,874,206"
Luxembourg,LUX,2007,11.7,75,94,54,Europe,183.89000000000001,"50,888,134,410"
New Zealand,NZL,2007,11.8,76,93,59,Oceania,148.19,"137,316,087,308"
Lithuania,LTU,2007,12.1,246,364,123,Europe,406.79,"39,738,180,077"
Singapore,SGP,2007,10.2,68,87,48,Asia,165.76,"179,981,288,567"
Bulgaria,BGR,2007,10.5,153,212,91,Europe,173.76999999999998,"44,411,476,557"
Poland,POL,2007,11.8,145,209,79,Europe,166.47,"429,063,549,984"
Croatia,HRV,2007,10.1,115,163,66,Europe,243.45,"60,093,222,709"
Latvia,LVA,2007,12.3,224,328,120,Europe,295.75,"30,901,399,261"
Bahrain,BHR,2007,8.4,80,92,59,Asia,32.09,"21,730,000,000"
Belize,BLZ,2007,10.4,181,222,138,North America,78.49000000000001,"1,290,573,400"
Seychelles,SYC,2007,7.9,185,257,100,Africa,147.64000000000001,"1,033,561,654"
Trinidad and Tobago,TTO,2007,10.5,188,236,137,North America,143.58,"21,642,304,046"
Georgia,GEO,2007,12.1,140,210,74,Asia,36.59,"10,172,869,680"
Guatemala,GTM,2007,3.9,191,250,135,North America,40.27,"34,113,107,086"
Antigua and Barbuda,ATG,2007,9.2,149,173,125,North America,7.98,"1,311,401,333"
Germany,DEU,2007,13.7,82,107,56,Europe,146.52,"3,439,953,462,907"
France,FRA,2007,10.7,88,120,55,Europe,213.69,"2,657,213,249,384"
Uruguay,URY,2007,8.2,124,165,85,South America,266.31,"23,410,572,634"
Israel,ISR,2007,12.5,67,87,48,Asia,73.67,"178,706,717,753"
Finland,FIN,2007,12.0,96,133,57,Europe,223.08,"255,384,615,385"
Hungary,HUN,2007,11.3,176,245,106,Europe,327.32,"139,850,794,387"
Fiji,FJI,2007,9.3,209,255,157,Oceania,20.46,"3,405,050,612"
Grenada,GRD,2007,8.0,164,210,116,North America,48.34,"758,683,593"
Albania,ALB,2007,9.2,101,130,72,Europe,65.85,"10,701,011,897"
El Salvador,SLV,2007,5.8,200,289,120,North America,127.14,"17,011,750,900"
Ecuador,ECU,2007,7.3,141,181,100,South America,95.97,"51,007,777,000"
Greece,GRC,2007,10.0,78,110,45,Europe,33.91,"318,497,936,901"
